Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
387-14;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT400 (label name = Discharge -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 58.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;4752;428;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The setpoint is set to fault, the floating suction isn't enabled and the cases aren't configured.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-13;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT300 (label name = Discharge -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 58.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;3876;349;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The setpoint is set to fault, the floating suction isn't enabled and the cases aren't configured.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-12;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT200 (label name = Discharge -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;2398;216;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The setpoint is set to fault, the floating suction isn't enabled and the cases aren't configured.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-11;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT100 (label name = Discharge -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;3646;328;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The setpoint is set to fault, the floating suction isn't enabled and the cases aren't configured.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-10;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 04:00:00;Suction Pressure Optimisation: The suction pressure on pack LT200 (label name = Discharge -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;3670;330;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:55;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-09;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 04:00:00;Suction Pressure Optimisation: The suction pressure on pack LT100 (label name = Discharge -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;5581;502;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:55;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-08;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT400 (label name = Discharge -- R404A) is set to 165 PSI [24.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;3672;330;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 14:56:44;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-07;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT300 (label name = Discharge -- R404A) is set to 165 PSI [24.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;3060;275;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 14:56:44;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-06;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT200 (label name = Discharge -- R404A) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;2436;219;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 14:56:44;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
387-05;387;Lutterworth Bitteswell Road;South West;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT100 (label name = Discharge -- R404A) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;2436;219;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 14:56:44;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
101-04;101;Sheffield Halfway;Midlands;Refrigeration;Electricity;Refrigeration;Realized;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = LT-D DN -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 12.3 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;7643;688;Laurent Crolard;;2014/9/7 11:30;30/09/2013 10:00:00;2014/9/7 12:00;15/05/2014 10:30:00;;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The floating suction is enabled and cases are configured as well as the max floating diff. The pressure is changing.;;
101-03;101;Sheffield Halfway;Midlands;Refrigeration;Electricity;Refrigeration;Realized;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HT-D -^ -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 44.2 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;13151;1184;Laurent Crolard;;2014/9/7 11:30;30/09/2013 10:00:00;2014/9/7 12:00;15/05/2014 10:30:00;;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|The floating suction is enabled and cases are configured as well as the max floating diff. The pressure is changing.;;
101-02;101;Sheffield Halfway;Midlands;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = LT-D DN -- R407A) is set to 151 PSI [21.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;20083;1807;Laurent Crolard;;;30/09/2013 10:00:00;;23/06/2014 10:30:00;20/10/2014 08:39:00;20/03/2015 14:56:44;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;23/06/2014 01:00:00;elutions@elutions.com;23/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : changing would cause oil issues|25/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 155 PSI, could you review it? |20/10/2014 08:39:00|Richard Lacey|lowering the discharge caused low oil flow issues at night with low load.;;
101-01;101;Sheffield Halfway;Midlands;Refrigeration;Electricity;Refrigeration;To be implemented;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = HT-D -^ -- R407A) is set to 155 PSI [22.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;23896;2151;Laurent Crolard;;;30/09/2013 10:00:00;;2015/12/2 10:23;20/10/2014 08:37:14;20/03/2015 14:56:45;Alexandre Gabert;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;23/06/2014 03:00:00;elutions@elutions.com;23/06/2014 03:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : changing would cause oil issues|25/06/2014 03:00:00|elutions@elutions.com|Floating setpoint at 155 PSI, could you review it? |12/02/2015 10:23:39|Alexandre Gabert|The HT discharge pressure is now at 191 PSI, is this normal? Could it be lowered?;;
158-19;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = LT-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;6176;556;Laurent Crolard;;;30/09/2013 10:00:00;;2014/3/6 10:30;29/09/2014 17:19:33;20/03/2015 15:10:33;Neil Phillips;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Done|03/06/2014 01:00:00|elutions@elutions.com|the floating suction is set at 11 PSI|09/07/2014 01:00:00|elutions@elutions.com|The Floating suction isn't enabled. The cases aren't configured as well. |29/09/2014 17:19:31|Neil Phillips|There is no night floating facility that can be utilized,;;
158-18;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Realized;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT2 (label name = HTB-D -- R407F) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 48.7 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;4654;419;Laurent Crolard;;2014/3/6 11:30;30/09/2013 10:00:00;2014/3/6 12:00;2014/3/6 10:30;;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Done|03/06/2014 01:00:00|elutions@elutions.com|The floating suction is set at 51 PSI;;
158-17;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Realized;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HTA-D -- R407F) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 48.7 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;5475;493;Laurent Crolard;;2014/3/6 11:30;30/09/2013 10:00:00;2014/3/6 12:00;2014/3/6 10:30;;20/03/2015 15:10:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Done|03/06/2014 01:00:00|elutions@elutions.com|The floating suction is set at 51 PSI;;
158-16;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Realized;30/09/2013 03:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = LT-D -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;9453;851;Laurent Crolard;;2014/3/6 11:30;30/09/2013 10:00:00;2014/3/6 12:00;2014/3/6 10:30;;26/03/2015 18:19:55;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Done|03/06/2014 01:00:00|elutions@elutions.com|the floating suction is set at 11 PSI;;
158-15;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = LT-D -- R404A) is set to 168 PSI [25.1°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;6885;620;Laurent Crolard;;;30/09/2013 10:00:00;;2014/3/6 10:30;29/09/2014 17:17:55;20/03/2015 14:56:45;Neil Phillips;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Please speak to Steve Ward |03/06/2014 01:00:00|elutions@elutions.com|The floating discharge is set at 168 PSI|29/09/2014 17:17:54|Neil Phillips|Would recommend against this as you may get liquid starvation in cold weather;;
158-14;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT2 (label name = HTB-D -- R407F) is set to 140 PSI [22.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 120.1 PSI [18°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;10183;916;Laurent Crolard;;;30/09/2013 10:00:00;;2014/3/6 10:30;29/09/2014 17:17:07;20/03/2015 14:56:45;Neil Phillips;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Please speak to Steve Ward |03/06/2014 01:00:00|elutions@elutions.com|The floating discharge is set at 140 PSI|07/08/2014 14:21:24|Steve Ward|test Elutions|29/09/2014 17:17:07|Neil Phillips|Would recommend against this as you may get liquid starvation in cold weather;;
158-13;158;Crowborough Pine Grove;South East;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = HTA-D -- R407F) is set to 140 PSI [22.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 120.1 PSI [18°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;8486;764;Laurent Crolard;;13/08/2014 11:53:18;30/09/2013 10:00:00;;13/08/2014 11:54:48;29/09/2014 17:16:14;20/03/2015 14:56:45;Neil Phillips;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Please speak to Steve Ward |03/06/2014 01:00:00|elutions@elutions.com|The floating discharge is set at 140 PSI|13/08/2014 11:52:55|Neil Phillips|Test1|13/08/2014 11:54:48|RD Admin|Reponse Test|29/09/2014 17:16:13|Neil Phillips|Would recommend against this as you may get liquid starvation in cold weather;;
522-06;522;Portsmouth Victory Park;South West;Capital;Electricity;Refrigeration;New;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT3 (label name = HT3S -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 43.1 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;10720;965;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;2014/1/9 11:00;20/03/2015 15:10:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|floating setpoint and setpoint didn't change still at 37 PSI|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled and the cases aren't configured. |04/08/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : We will investigate.|11/08/2014 01:00:00|elutions@elutions.com|Do you need more information? When will it be investigate?;;
522-05;522;Portsmouth Victory Park;South West;Capital;Electricity;Refrigeration;New;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT2 (label name = LT1S -- R744) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 192.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;2332;210;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;20/03/2015 15:10:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|floating setpoint and setpoint didn't change still at 160 PSI|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled and the cases aren't configured. |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
522-04;522;Portsmouth Victory Park;South West;Capital;Electricity;Refrigeration;New;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HT1S -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 43.1 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;18462;1662;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;2014/1/9 11:00;20/03/2015 15:10:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|floating setpoint and setpoint didn't change still at 37 PSI|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled and the cases aren't configured. |04/08/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : We will investigate.|11/08/2014 01:00:00|elutions@elutions.com|Do you need more information? When will it be investigate?;;
522-03;522;Portsmouth Victory Park;South West;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 04:00:00;Suction Pressure Optimisation: The suction pressure on pack LT2 (label name = LT1S -- R744) is set to 160.0 PSI [-35.0 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 172.5 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;2327;209;Laurent Crolard;;2014/4/10 11:01;30/09/2013 10:00:00;;15/05/2014 10:30:00;;26/03/2015 18:19:55;Craig Lloyd;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|Suction setpoint and floating setpoint at 160 PSI, compressor inverter max setpoint at 160 PSI. Could you review it?|04/08/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : We will investigate.|11/08/2014 01:00:00|elutions@elutions.com|Do you need more information? When will it be investigate?|04/10/2014 11:01:58|Craig Lloyd|Attended site on 03/10 changed suction set point to 172 PSI will monitor pack behaviour ;;
